,Oncotree,Term
3101,CTAAP,Colonic Type Adenocarcinoma of the Appendix
3102,PCAECTCL,Primary Cutaneous CD8 Positive Aggressive Epidermotropic Cytotoxic T-Cell Lymphoma
3107,AMLCBFBMYH11,AML with inv(16)(p13.1q22) or t(16;16)(p13.1;q22);CBFB-MYH11
3108,ILC,Breast Invasive Lobular Carcinoma
3110,MPTLD,Monomorphic PTLD (B- and T-/NK-cell types)
3111,DSTAD,Diffuse Type Stomach Adenocarcinoma
3112,WT,Wilms' Tumor
3113,MTSCC,Renal Mucinous Tubular Spindle Cell Carcinoma
3114,ICEMU,Intestinal Type Mucinous Carcinoma
3115,AMBL,Large Cell/Anaplastic Medulloblastoma
3116,SPTCL,Subcutaneous Panniculitis-Like T-Cell Lymphoma
3117,ETPLL,Early T-Cell Precursor Lymphoblastic Leukemia
3118,RCSNOS,"Round Cell Sarcoma, NOS"
3120,MASCC,Metaplastic Adenocarcinoma with Spindle Cell Differentiation
3122,SARCNOS,"Sarcoma, NOS"
3124,ADPA,Aggressive Digital Papillary Adenocarcinoma
3125,AM,AML with Maturation
3126,MS,Myeloid Sarcoma
3127,SBMOV,"Serous Borderline Ovarian Tumor, Micropapillary"
3128,BLLNOS,"B-Lymphoblastic Leukemia/Lymphoma, NOS"
3129,RNET,Renal Neuroendocrine Tumor
3130,USTAD,Undifferentiated Stomach Adenocarcinoma
3131,MCBCL,Monoclonal B-Cell Lymphocytosis
3132,PCSMTPLD,Primary Cutaneous CD4 Positive Small/Medium T-Cell Lymphoproliferative Disorder
3133,TMDS,Therapy-Related Myelodysplastic Syndrome
3134,OHNCA,"Head and Neck Carcinoma, Other"
3135,LECLC,Lymphoepithelioma-like Carcinoma of the Lung
3137,SNSC,Sinonasal Squamous Cell Carcinoma
3138,AMLNPM1,AML with Mutated NPM1
3141,LNM,Lymphoid Neoplasm
3143,HGNEE,High-Grade Neuroendocrine Carcinoma of the Esophagus
3144,FRCT,Fibroblastic Reticular Cell Tumor
3145,THRLBCL,T-Cell/Histiocyte-Rich Large B-Cell Lymphoma
3146,PMFOFS,"Primary Myelofibrosis,Overt Fibrotic Stage"
3147,EMBT,Embryonal Tumor
3148,OOVC,"Ovarian Cancer, Other"
3150,LDCHL,Lymphocyte-Depleted Classical Hodgkin Lymphoma
3153,CMCD,Cutaneous Mastocytosis
3154,HGBCLMYCBCL2,"High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements"
3155,AMML,Acute Myelomonocytic Leukemia
3158,VMM,Mucosal Melanoma of the Vulva/Vagina
3159,ENKL,"Extranodal NK-/T-Cell Lymphoma, Nasal Type"
3160,HNSCUP,Head and Neck Squamous Cell Carcinoma of Unknown Primary
3161,PCLBCLLT,"Primary Cutaneous DLBCL, Leg Type"
3162,BLLTCF3PBX1,B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
3163,SFTCNS,Solitary Fibrous Tumor of the Central Nervous System
3164,MEATL,Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma
3167,LYMPH,Lymphoid
3168,EBOV,Endometrioid Borderlin Ovarian Tumor
3171,AMKL,Acute Megakaryoblastic Leukemia
3172,MPRDS,Myeloid Proliferations Related to Down Syndrome
3174,HHV8DLBCL,"HHV8 Positive DLBCL, NOS"
3175,CMML2,Chronic Myelomonocytic Leukemia-2
3176,APMF,Acute Panmyelosis with Myelofibrosis
3177,UEC,Uterine Endometrioid Carcinoma
3178,MASC,Metaplastic Adenosquamous Carcinoma
3182,PAMPCA,Pancreatobiliary Ampullary Carcinoma
3184,IPMN,Intraductal Papillary Mucinous Neoplasm
3185,PSTT,Placental Site Trophoblastic Tumor
3186,EATL,Enteropathy-Associated T-Cell Lymphoma
3188,PERL,Pure Erythroid Leukemia
3189,AMLRUNX1RUNX1T1,AML with t(8;21)(q22;q22.1);RUNX1-RUNX1T1
3190,UMC,Uterine Mucinous Carcinoma
3191,PPTLD,Polymorphic PTLD
3195,AGA,Anal Gland Adenocarcinoma
3197,SIC,Small Intestinal Carcinoma
3198,ENCG,Encapsulated Glioma
3199,BCLU,"B-Cell Lymphoma, Unclassifiable, with Features Intermediate between DLBCL and Classical Hodgkin lymphoma"
3201,CHLPTLD,Classical Hodgkin Lymphoma PTLD
3204,CEGCC,Glassy Cell Carcinoma of the Cervix
3205,AFH,Angiomatoid Fibrous Histiocytoma
3206,MLNPCM1JAK2,Myeloid/Lymphoid Neoplasms with PCM1-JAK2
3207,ISFN,In Situ Follicular Neoplasia
3208,UCCC,Uterine Clear Cell Carcinoma
3210,EMPSGC,Endocrine Mucin Producing Sweat Gland Carcinoma
3211,RLCLC,Large Cell Lung Carcinoma With Rhabdoid Phenotype
3214,MBOV,Mucinous Borderline Ovarian Tumor
3215,HGESS,High-Grade Endometrial Stromal Sarcoma
3218,CMPT,Ciliated Muconodular Papillary Tumor of the Lung
